# timestamp,tx,ty,tz,qx,qy,qz,qw
10000.994449876,38.525855826,19.552551723,-1.695280881,-0.248967699,0.674234498,0.674623914,-0.168242391
10001.031575440,38.380987201,19.332169342,-1.690874819,-0.278490896,0.642887427,0.680618760,-0.214235107
10001.066406854,38.386161218,19.334832459,-1.678544453,-0.297072096,0.634130296,0.680742448,-0.214980598
10001.100376938,38.393132685,19.315379790,-1.662715993,-0.313037161,0.627870574,0.677945792,-0.219489819
10001.133691260,38.392243423,19.297187326,-1.649985473,-0.325372141,0.621095974,0.675782424,-0.227356277
10001.167141560,38.391799202,19.278369384,-1.637427196,-0.333763297,0.614328974,0.676515873,-0.231361720
10001.200522560,38.397684367,19.258611769,-1.625063161,-0.341860194,0.608110260,0.676030561,-0.237310345
10001.233852560,38.406535206,19.239051391,-1.613194947,-0.347504006,0.602352348,0.676565396,-0.242222789
10001.265274434,38.423265320,19.218211947,-1.599731876,-0.360562877,0.595846925,0.671941277,-0.251904295
10001.298393529,38.430545308,19.198507258,-1.588745100,-0.366946077,0.588634907,0.673538116,-0.255354517
10001.331365455,38.443592990,19.179853537,-1.579008116,-0.370767928,0.583380642,0.674414741,-0.259543692
10001.364728455,38.457748777,19.162631984,-1.571180605,-0.374101270,0.577879752,0.675235826,-0.264876975
10001.395907939,38.469622949,19.140679494,-1.561977672,-0.379630128,0.571268904,0.675214804,-0.271325954
10001.429694265,38.484751209,19.108841056,-1.555919594,-0.397279770,0.558070832,0.675032293,-0.273965571
10001.459155459,38.486805278,19.086449918,-1.551515422,-0.401244235,0.554733876,0.673664906,-0.278296579
10001.491511228,38.491102116,19.066959649,-1.543431070,-0.406866345,0.549094375,0.671382448,-0.286706738
10001.524586792,38.502510017,19.047555096,-1.537341679,-0.414950908,0.541222561,0.668438680,-0.296788838
10001.557492221,38.510299473,19.022706330,-1.529967336,-0.425265207,0.531432235,0.665645708,-0.306014828
10001.590742151,38.522219325,19.002970284,-1.523231953,-0.434302077,0.522034120,0.661594977,-0.318047433
10001.624438962,38.529463777,18.976942622,-1.513438860,-0.445867097,0.510366540,0.658212302,-0.327849191
10001.658011023,38.543067331,18.953586528,-1.506515854,-0.454203010,0.499778697,0.655249566,-0.338480260
10001.691577683,38.550146241,18.932802051,-1.500688221,-0.461176085,0.490925223,0.652206099,-0.347758894
10001.724976648,38.560037010,18.908087505,-1.495544826,-0.467057503,0.481204580,0.650326309,-0.356896530
10001.758369648,38.573292487,18.883147989,-1.490939593,-0.471113159,0.471103226,0.649756549,-0.365965256
10001.791255056,38.575723000,18.867427547,-1.481580769,-0.473580379,0.463533176,0.648231965,-0.375038583
10001.824554484,38.579019261,18.844103983,-1.473853619,-0.477118165,0.454298183,0.648162020,-0.381912834
10001.857816023,38.583997193,18.823384957,-1.475757668,-0.479019782,0.444794970,0.648036957,-0.390826797
10001.891198798,38.597517340,18.799077164,-1.472987187,-0.479723052,0.434147568,0.648336774,-0.401299277
10001.924441023,38.606429335,18.778985652,-1.466195161,-0.482836289,0.422218577,0.646671605,-0.412815247
10001.957869869,38.593042050,18.766302665,-1.460495315,-0.486541277,0.413242405,0.643307435,-0.422686462
10001.991221869,38.603129114,18.741822144,-1.456172320,-0.491073951,0.399820190,0.639566891,-0.435826091
10002.024755880,38.591349049,18.727654130,-1.451445940,-0.495826932,0.389430025,0.635063820,-0.446311386
10002.058133880,38.598620825,18.703479519,-1.444654587,-0.497826004,0.378201192,0.632230554,-0.457621738
10002.091561582,38.582780568,18.697335709,-1.441169112,-0.498879641,0.370803983,0.629366182,-0.466392237
10002.124922582,38.588575027,18.676190955,-1.432778598,-0.496076842,0.363757851,0.629196292,-0.475078960
10002.158537364,38.603549328,18.650032827,-1.428302003,-0.491554899,0.357510169,0.630564778,-0.482647201
10002.192054303,38.576708006,18.626996509,-1.437004239,-0.487029770,0.355377109,0.632848881,-0.485810053
10002.225696986,38.560055944,18.629829320,-1.430028804,-0.481257800,0.353633530,0.633997254,-0.491306155
10002.259271308,38.509319398,18.668384773,-1.439528769,-0.476419439,0.355020669,0.634300409,-0.494618878
10002.292604062,38.508294989,18.665389850,-1.437684143,0.472284737,-0.351193575,-0.634232268,0.501357787
10002.326121142,38.490147469,18.681564674,-1.431828172,0.469684188,-0.347855201,-0.634297167,0.506024335
10002.359598550,38.484784832,18.671389837,-1.433248457,0.468452539,-0.341393452,-0.633021316,0.513114746
10002.393004431,38.478404706,18.659091437,-1.436461207,0.467926356,-0.334166159,-0.631512133,0.520163753
10002.426401399,38.472367957,18.645867724,-1.445994856,0.468134403,-0.326259155,-0.629653901,0.527201204
10002.459757749,38.464760705,18.633496657,-1.458802392,0.468105356,-0.318164959,-0.627823197,0.534309337
10002.493285435,38.452940928,18.622277792,-1.474173476,0.471878012,-0.307259710,-0.623719171,0.542122688
10002.526774804,38.435079332,18.603764011,-1.482247688,0.478769026,-0.295788065,-0.618191753,0.548751853
10002.560247024,38.419534559,18.589708436,-1.488116843,0.483434377,-0.285906478,-0.613274900,0.555376076
10002.593600313,38.397456621,18.579129871,-1.491722755,0.485173182,-0.279426221,-0.609130339,0.561683363
10002.627175138,38.372505594,18.560616132,-1.495804619,0.485900644,-0.273761381,-0.606804305,0.566342481
10002.660721117,38.350728439,18.551155847,-1.494862233,0.483105144,-0.272377804,-0.604030326,0.572334795
