# timestamp tx ty tz qx qy qz qw
10001.001969789 -0.06882769133540326 0.0085544023461541 0.02942920177531913 0.6502830343792791 -0.03672804940352974 0.7565459615338778 0.05849131279317988
10001.024384211 -0.17355439268693693 -0.04309214441383618 0.024756882403572704 0.6525262468913624 -0.00982851279213255 0.7564649205285963 0.043286504407634784
10001.060286972 -0.1754542704002656 -0.038065725229683864 0.021845165452493393 0.6476103461483238 -0.0058560070512260155 0.7612688880710005 0.03219047682478411
10001.092806385 -0.19280567085947312 -0.04198294631278765 0.03476314444512377 0.6429599191761741 0.00708362802946586 0.765616541548745 0.019587645439068678
10001.125529879 -0.20661682731844605 -0.04725622803408534 0.04424540936694364 0.6393526195423671 0.01638269274286134 0.7686906215439153 0.008635022480314546
10001.158916967 -0.21668782066425324 -0.05625808469880578 0.05435119482910702 -0.6359159657522246 -0.024242899933910638 -0.7713757222019841 0.001631410916111907
10001.192297967 -0.2251863231732818 -0.06636401575849617 0.06558177818734862 -0.6331463893328968 -0.03059911632575226 -0.7733549762564376 0.010555778237722573
10001.225627967 -0.23165676880571318 -0.07772206437095898 0.07648931912598275 -0.6308935994602354 -0.03452434165308992 -0.774889798202755 0.01808691888693291
10001.259175943 -0.23849488388596354 -0.0909653518693644 0.08543564848290436 -0.6281604566596464 -0.03603775672299044 -0.7768571920408814 0.024670305103020113
10001.292550943 -0.24162822487530572 -0.1040169699829944 0.09476102684196341 -0.6268622524888755 -0.03662957604167637 -0.7776720518609865 0.03046588777474676
10001.325214709 -0.25066002620353783 -0.1221946184351927 0.09975798922236831 -0.6231787330211276 -0.03899610933337882 -0.7801022551462549 0.03959850606738459
10001.358577709 -0.25228659200637177 -0.1350265425170288 0.10605634661194653 -0.6222843965049243 -0.04026410656183138 -0.780395196439382 0.04608979240155175
10001.391347982 -0.25274633511621114 -0.15152824877201568 0.11115326279982136 -0.6213688856186601 -0.04427183878384519 -0.7802489490048127 0.05614525672402859
10001.427270210 -0.27583086190817024 -0.15989496975420614 0.1078108630817095 -0.6111175970774914 -0.04397079106076497 -0.7875028675378942 0.06664147128716032
10001.459340690 -0.2824267807773283 -0.16206525793113152 0.11732968598750501 -0.6081264558903761 -0.05157326853321126 -0.7884103626017726 0.07701630841032027
10001.492586718 -0.2898049177226909 -0.1709885714632663 0.12175714712840517 -0.6065213320153866 -0.05834321750953516 -0.7881217103429344 0.08713272902327714
10001.525723631 -0.28809129179174026 -0.17894106375440644 0.12892448236994813 -0.6038488210173288 -0.06704404994102676 -0.7880550706969873 0.0992013219279535
10001.560369868 -0.2942360135417035 -0.18663953980754447 0.13376427513193528 -0.5993102656376557 -0.07713035914094188 -0.7886936844530911 0.11331542394537465
10001.593713560 -0.3075531352212003 -0.1996090423573151 0.14007377751630248 -0.5945645049043315 -0.08458656510070824 -0.7898907316009648 0.12414022169797992
10001.627192514 -0.31830733149254575 -0.20944729446552823 0.14499606404102736 -0.5914357877851142 -0.09247152746083605 -0.7889984642283118 0.13832624111652422
10001.661055049 -0.32901088952219854 -0.21959391363499448 0.14960447990392112 -0.588056987387451 -0.09994835947169474 -0.7879328227882569 0.1528436187632366
10001.694428249 -0.34262353512585025 -0.2275354829758032 0.1540418005516165 -0.5855644603540302 -0.10624303378260642 -0.7862175443976149 0.16639907879656635
10001.727835443 -0.3569980108153429 -0.23338889974316193 0.1594215864362553 -0.5838632685616584 -0.11108281109714938 -0.7842074734634948 0.1782776802273747
10001.761272384 -0.36879166160988963 -0.24441491236131585 0.16287197396803008 -0.5820798207252565 -0.11324552063590781 -0.7822166285042699 0.19103842663655046
10001.794568270 -0.38038493315234495 -0.2555422288729304 0.16526502026042503 -0.5810384353176989 -0.11391392814807182 -0.7799586330389684 0.20268814569535187
10001.828702048 -0.3899427019887562 -0.2619719667625907 0.1582527120279107 -0.5797618209065929 -0.1139411590900057 -0.7773663683548784 0.2158591499914828
10001.862018899 -0.3995618230333631 -0.28264909922074194 0.15782015858388704 -0.5801042439227203 -0.11335810487938713 -0.7726690769658792 0.23154158102098885
10001.895337092 -0.40907630266279077 -0.29377782423262283 0.1590593928740561 -0.5805393777345315 -0.11315439462440095 -0.768138326136097 0.24522158509728206
10001.928185822 -0.41931161063552497 -0.30484246604486503 0.16003706893814593 -0.5799485216258559 -0.1144737131707527 -0.7636926773747005 0.25947827612566376
10001.961324983 -0.4301100366528467 -0.3170070679863671 0.1618260246144524 -0.578840481079289 -0.11760973299591365 -0.7584474445726775 0.27544350053995165
10001.994597993 -0.43922362887725813 -0.33114678871752895 0.16406572804631686 -0.5777675657442887 -0.12346492779172842 -0.7513003214494226 0.2940899157898768
10002.027959434 -0.4545907331608782 -0.33980648606972663 0.1672886454703254 -0.575928526047144 -0.12778715932429055 -0.7456537153277704 0.30980205230902674
10002.061227478 -0.4706130628487163 -0.3472716134214611 0.1721203497535754 -0.5753828678532562 -0.13023447140964117 -0.7397382134640165 0.3236679060065716
10002.094562410 -0.48566731986637296 -0.35502730789306963 0.17794702077969082 -0.5761052597761696 -0.1302534470766451 -0.7342561783208473 0.3346709335758753
10002.127923410 -0.500657863131491 -0.3604497322528289 0.18389818308767722 -0.5782142055013496 -0.12809261304152872 -0.7289909293311353 0.3432678837199369
10002.161310410 -0.514372567589265 -0.3644795701609291 0.19029364753015635 -0.5816257737088402 -0.12412942112146544 -0.7238118555754316 0.3498567476812382
10002.194429030 -0.5327532095065478 -0.37533620614572394 0.1958156357504131 -0.5852213624842627 -0.11840275972148674 -0.718909877810663 0.35590073190238986
10002.227380071 -0.5376364423004968 -0.3977269881399685 0.2005034100382787 -0.5897194591127937 -0.11296043766787946 -0.711988334791587 0.3640652553956482
10002.260627623 -0.5449866059431101 -0.4115225367145404 0.207369874424622 -0.5936481892883617 -0.10809347855167173 -0.706336000585164 0.37011765903102256
10002.293830195 -0.5540062093780425 -0.41807659334917835 0.21226063399306994 -0.5971174676981618 -0.10559308021462843 -0.7003525533340856 0.3765728776995877
10002.326879044 -0.563283510362421 -0.42268516142031065 0.21234775917444637 -0.5992133466744402 -0.1045559075311562 -0.694537293781607 0.3842256822676947
10002.360171277 -0.5757079562555599 -0.43203291149969375 0.2125910473902601 -0.5998844436413756 -0.10397264066069377 -0.6890869612594284 0.39304898434338525
10002.393418717 -0.5880064693247468 -0.441986550176122 0.2114325422392282 -0.5998664592449148 -0.10370391108055017 -0.6836616349076221 0.4025077624779474
10002.426799268 -0.6071914673958396 -0.4521053136519021 0.2062887382661007 -0.5988551193735325 -0.10383595695118691 -0.6783667606945701 0.4128064655851449
10002.460260703 -0.626321045148538 -0.4611062190662731 0.1975702596350137 -0.5971817843738564 -0.10421581588759764 -0.6730028179983696 0.4237690256462742
10002.493946036 -0.6507851831843751 -0.46695555745394063 0.18966891884112533 -0.5922705667181949 -0.10845333513371141 -0.668555492684687 0.43644816771160655
10002.527412207 -0.6778250016222745 -0.46984167537664784 0.1849178214904584 -0.5858577374957578 -0.11511738036914698 -0.6645831205509677 0.44927494480778124
10002.560846140 -0.7047850649678123 -0.4694589776048775 0.18148616237897947 -0.5815301237582233 -0.12045234606859212 -0.6602992525588437 0.4596942946769624
10002.594057767 -0.7307264608314329 -0.46471093821315346 0.18037304901795664 -0.5798353648090706 -0.12432691299838136 -0.6557068501023013 0.46731391499712815
10002.627342825 -0.7527337577660768 -0.45552919041673867 0.1802224377441328 -0.5808719957440488 -0.12722008297555396 -0.6504215805193823 0.47260400193257773
10002.660592028 -0.7723927325235374 -0.44278652182367056 0.18251264740831744 -0.5847261869725915 -0.12855649386537168 -0.6446824744347911 0.47534516018380957
10002.693826767 -0.7914333110338451 -0.4311137929727848 0.18703352959838376 -0.590475042518148 -0.1291816431393761 -0.63821137555461 0.4767992946216416
10002.727127253 -0.8077809103749789 -0.41728063590483255 0.19310382994504074 -0.5975218671212709 -0.12964133277313233 -0.6314660748592794 0.47687665014186964
10002.760525612 -0.8233155430414516 -0.4038207705947305 0.20072508507688555 -0.6045124173576821 -0.13087727682008313 -0.6241906951892768 0.47730687373183533
10002.794241919 -0.8331475007966074 -0.38443163582911305 0.21355643912394148 -0.6111921097310975 -0.132660128728461 -0.6171472536159592 0.4774670277647212
10002.827770641 -0.851039636027687 -0.37529537899085047 0.21663771338195772 -0.6134730679446305 -0.13941188719080702 -0.6091963852743348 0.4827990107541487
10002.861290429 -0.872220436600405 -0.3684810353606678 0.22152429618162403 -0.6125691407771168 -0.14927941532364467 -0.6007215848288262 0.49153665321007256
10002.894659267 -0.8927054321708083 -0.3594591565301219 0.2256677066819458 -0.6095013272256541 -0.16021643075441935 -0.5925236082240268 0.5017515332549174
10002.928207457 -0.9098845857095527 -0.35412016445540434 0.22430086372583538 -0.6037486626498867 -0.17315023038719005 -0.5845896490811494 0.5135771531644637
10002.961616020 -0.9325848573757165 -0.3501449304004481 0.22446351668888406 -0.5965773180421522 -0.18678316261239994 -0.5766419400786381 0.5260148540720947
10002.994984030 -0.9549538151535737 -0.3458362586172728 0.22346656793339073 -0.58863091502827 -0.2003795337437046 -0.568541433907419 0.5386300458200725
10003.028288307 -0.9813198564560176 -0.34106975143631374 0.2220367527255724 -0.5817206331303136 -0.21246160024393063 -0.5613332847633636 0.5489682293439465
10003.061462758 -1.0097608492992323 -0.33422567679951176 0.22093183671859964 -0.5774539478809492 -0.2220082339290455 -0.5553094597446356 0.5557793501584357
10003.094703224 -1.0341751199706997 -0.32691400130610865 0.21600129215027922 -0.5758947444399675 -0.22890054787498473 -0.5500739343275224 0.5597932201111383
10003.127914735 -1.0628381145990617 -0.32248333594357803 0.2121221945794668 -0.5764597126547867 -0.23374855242290188 -0.5458588346560267 0.5613322960191435
10003.161247020 -1.0875866401001193 -0.31961797146189114 0.20630871320185398 -0.5784205604658867 -0.23666807411932803 -0.5418227103618628 0.5620018046760197
10003.194591549 -1.1151702262390388 -0.3187013571995356 0.20062105110161627 -0.580634348585369 -0.23901022251285206 -0.5380907224000926 0.5623132945646472
10003.227837192 -1.1528568304659974 -0.31747427641174236 0.19844571434657302 -0.5819449257510223 -0.24191389699275034 -0.534552562122747 0.563090870253128
10003.261188011 -1.1852900193701852 -0.3175741580539602 0.1932576391283459 -0.5832128501164323 -0.24408122733640858 -0.5309248598566515 0.5642746840920789
